target,Altitude,blh,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
3,43.5665989857607,584.525678421383,0.27276937262318,19,18,53.359810849513,-3.3244664141887,12,76.2973633895107,17.7651020066393,36.5150919287552,18.6300949887403,13.7931456206361,-172841.948557266,268.490580171826,-0.0002591847756688,130.237964108385,6.0089270143975,1981,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,-70.9462233316113,405.470947944626,0.240376170801543,17,2,51.9960515803187,-0.966748783280491,2,76.3236995177213,17.7554720580816,36.4990774894486,18.6383330199155,13.8411825130244,2459243.0404079,274.280497955209,-0.0006309829554901,97.0249628694392,5.80824118037085,1983,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,-44.16123747434,934.01048683041,0.184225951270267,23,18,54.139706086699,-0.803060735486795,9,37.8366785474566,17.7353845250272,39.1900115174382,18.6587395164529,-4.84275966275314,5391422.92570951,285.273989037247,-0.0004428367592365,313.914569511734,3.34799526404929,1992,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-11.4541486709397,1095.35621017852,0.223775798191655,23,7,51.4373841741727,-0.640336319396561,1,35.5707791663585,48.5232704258219,38.7043997606938,18.6434392477851,23.5984518997244,-21373.9024936227,280.717435087482,0.002180679352518,93.7970895683719,7.49271872171451,1998,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,177.077527141859,1109.18766626056,0.122957373222297,8,22,52.0528774952618,-3.2234600330095,6,76.306606264668,17.786917841176,36.4729861558769,18.6371932780601,13.8181588724678,4032302.42229653,287.397791457586,0.0016342507780038,216.22579854043,9.55376239090715,1981,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,4.18750710758798,960.689173891202,0.213697150875291,17,5,52.3275486730159,-0.241996465270778,1,76.3343372325462,17.7388069844018,36.4759425888996,18.6430654000387,13.8034002011224,-52360.1025637223,274.36452869141,0.0005886384508663,99.9352821652308,7.61666562969253,1985,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,182.965474843251,769.251560814455,0.205045789900866,16,12,51.1304642860838,-0.463119740204358,11,76.2980131724166,17.7685188190273,36.4925852068654,18.6463357436084,13.8209521038014,693406.721299876,280.686665852892,0.0026951252716767,294.394060471771,8.32154397446787,1992,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,150.774872012479,-147.586061974466,0.214836403310664,24,10,53.2814246344543,1.75989786576404,9,76.3736025516049,17.7579244905722,36.4577748196352,18.6269521083277,13.811131180748,453512.816741479,288.341492635669,0.0039131176584899,144.541604971629,7.13170020704932,1992,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,26.9971630846816,992.245759934517,0.195341757925533,14,11,51.7561798876718,2.28926264312892,4,72.7036822051136,20.4667847578088,36.4730497599716,18.6326523566829,12.1229191881162,2969791.50214418,284.523569906896,0.001886406086249,36.7764230915493,6.44157384171236,1991,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,129.750728013811,813.389326602139,0.14248619542475,16,16,52.2151505391365,-1.64039387290125,3,-986.990789089996,19.8302348969017,35.2573398091957,14.9558190910835,18.8238693691259,-1772688.26441866,283.2775448088,0.0012345185582076,297.551988822162,3.89683575507379,1998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,142.601573689629,328.806218497086,0.202621468890517,23,8,51.6685067420749,-1.14990632270766,8,55.032816986447,4.71113281692264,37.4497333132721,18.6480423680008,-0.261450847070761,335613.260469936,289.033954778894,0.0004327546770561,108.829154963923,3.07071163937879,2000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50.0171105241905,988.269776214024,0.164971634722587,4,2,52.8544999826218,-0.60320075833841,2,49.0076111436761,29.3469199328332,30.1359807511887,18.6415763489788,13.0164380752148,472238.617435439,274.338276371494,0.0004492529613415,185.215081899873,9.58350920507306,1994,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,134.431765204396,344.379285390601,0.199453100986733,18,8,51.5140923051588,-3.83243364606676,1,268.344932463681,27.5951803449724,25.0886927127977,17.7314422833295,11.6928276060912,584298.943694022,280.46781986693,-0.0053002723266045,301.568801959613,3.14023242226471,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-43.4838495469299,88.7950468925165,0.197925289848074,13,8,53.7074822371731,-4.10174937919777,12,19.7793793094067,17.746897776376,36.4571307274962,18.644925921681,13.8103057653249,239053.15641162,276.248477668849,-0.0029524890831016,227.036611182896,2.59861257082958,1990,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,71.3527179592511,758.715363390705,0.152565839015229,30,11,51.7023804210348,-1.99013109731909,12,76.3298564870498,17.7367689113398,36.5181409653163,18.6456993006545,13.7970493151973,2159751.18052226,275.822215984814,-0.0085812979878999,146.383393914329,4.05723681064132,1981,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,72.0426286405245,1645.18010952242,0.160969675039,13,19,52.5240070206668,0.652901813479865,6,76.3333705264065,17.7452883568539,36.4677788731833,18.6406569155305,13.8251987195611,6045822.79389213,283.804073976498,0.0006255085739917,144.797941320035,6.55626325608321,1993,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,58.9540274401652,176.143500285092,0.150259575887645,7,22,52.4818269176696,0.768088515943197,11,76.3359304473453,17.7221005490398,36.4276666251189,18.6375588911951,13.8112700161411,4067756.25672225,280.090177888283,-0.0091625601507559,151.341276818707,1.78309610804729,1987,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,28.4299299748171,176.830297254234,0.140449711296606,21,22,50.4472127011979,0.154292753630688,7,44.5666417045836,22.7718031171221,31.9885290077065,18.6420139283908,8.74577174735164,7854554.9206017,287.290630047493,0.0019006570140675,20.2949978702279,2.95094714854755,1997,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,121.812332427291,1181.47939899722,0.238899451803357,3,20,51.2557091296342,-1.12100231680986,8,64.7126213241383,-17.5842993470655,39.9513941976741,18.6370829911034,9.66732393180799,5892147.46158717,288.779568503024,0.0010626743040205,257.979981765379,8.37056282256406,1985,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,184.00864331415,-51.4885104929012,0.232397130329261,26,6,51.8038043787133,-2.36646712825638,10,56.9153182119424,4.63015859970295,36.3528218215921,18.6406641833245,9.87703106546911,45536.9515162556,274.409488531978,-0.0009760344490673,-46.812961935434,1.65140657822707,1997,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,40.0022928105967,298.39761488542,0.241374003041946,5,12,51.9508308414495,0.809273815405354,12,76.3290663733992,17.7453286203849,36.4941835404307,18.6476321101808,13.7976933039571,2845323.48989734,276.374712833137,-0.0097289426102055,15.7154073774153,1.8448430903549,1989,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,189.930179589627,379.247915400667,0.172963823236326,11,19,54.6799856896439,-0.143169905792364,9,101.234211753788,17.5449596295403,39.0509953434972,18.6364655800541,3.19226125229365,4938076.09510847,287.742131958031,-0.0002863121113189,249.503869196547,5.32291469407143,1997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,167.65840562699,409.421056866632,0.19988788516866,20,17,52.9533207990904,0.0753730488897217,3,76.6801543706238,17.7481596753037,36.4668700306626,18.6452782404717,13.7870151238833,4033989.10272957,279.721676130792,0.0002433044904363,93.3472816425414,3.8854307559093,1982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,224.813868312382,829.581969691946,0.242878246636949,1,3,54.9289998115639,-4.20151928103187,3,76.4179622116343,17.7544997521957,36.4825813293333,18.637623639368,13.8426544250341,-724739.589447613,270.540651478426,1.60349401848889e-05,129.226124643145,4.46025825003431,1985,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28.3578618362763,287.194454626954,0.149176663251032,8,9,51.1526574061715,-0.902112297636352,2,49.534959195256,13.5247013729801,30.8967660842127,18.6482424077238,16.9343653448354,134379.883178778,278.987601707964,-0.0005593436801312,223.740686269629,3.56921911048354,1998,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-58.1051291551056,331.643252177329,0.245040485527019,22,0,51.2069296403358,-0.217579802365699,2,76.3026839873536,17.7504118909829,36.4590617947954,18.6392512087516,13.8104399350071,974615.620324772,275.451461931734,-0.0002364180254152,123.132718997709,8.45742937745742,1981,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-116.795667952685,738.219439132825,0.150403259788668,3,15,51.1778813140497,0.0419176708280455,2,95.4447691786627,17.7388332502032,36.4853252923956,18.642955569598,13.7999140590782,97116.4558735679,283.171237781181,0.0007334567207485,239.912861885346,3.88084478860349,1993,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,121.432498398315,90.6056841249838,0.187006167871867,4,23,52.9569720422291,-1.6081435895549,5,15.2264357035933,17.7271575439958,38.0207450334157,18.6445241279514,14.9106792116618,6193588.29474794,283.86818439594,0.0024633287767206,133.318852470083,2.2623191647897,1995,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,32.9837578921462,929.56630605668,0.219526029291007,1,15,52.8591324627142,0.81413270656671,12,76.3427801143705,80.5920635408283,36.4804014820769,18.5999747535287,13.781883936153,2724797.82809156,278.532561759549,-0.0001278693941426,202.489490316541,7.41749851243899,1992,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,13.7324258334728,395.674630218532,0.187070392158279,12,12,52.96417460495,-0.513117663134142,10,76.3404504614112,17.7612932031502,36.5032219240394,18.6363380041281,13.7851547022696,4305110.25303218,286.310999764726,-0.0011746637672607,154.122037031617,2.16672082091653,1985,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-74.3020228397209,1150.51655954151,0.247598151289572,19,20,53.3710936994029,-0.695424275540637,8,76.3338558518941,17.7810807063039,35.1804094131051,26.4913925508987,13.8095269899533,8758738.24904433,290.130671576091,0.0022753063133605,225.700585502703,4.44961402059716,2000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,141.74409026499,898.355652366062,0.168522593885282,31,2,51.8063022683161,0.141499224168944,7,77.0993136462483,22.2973163512151,42.2194458935736,18.6429554224242,-8.19756500116763,3732124.99337086,287.31692781269,0.0018986551617685,273.364538195736,7.45522074645923,1993,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-58.2328076538374,1708.91071600479,0.138620468452379,15,16,52.5160590109942,-2.62265532341806,5,60.2352561526461,17.7436294792922,36.5706317113556,18.6398058886516,16.0361876789209,6467544.36918371,285.51383346377,0.0005789021798453,239.228046504942,7.37241496816574,1993,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,61.9523820522075,622.705862937334,0.187821616352415,3,3,51.3343548252132,0.227804911169749,5,79.4846034893981,17.7367628170784,36.4846300385543,18.6506578796733,23.40367202199,1425548.65289968,279.670847241724,2.9542039065129e-05,147.339914774837,2.39166685787274,1984,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,85.7339732150313,531.463853337277,0.127514132495929,17,20,51.5247112100325,0.571971893810336,8,34.3314700747213,37.5776308457628,40.3430550673927,18.6406569426435,17.2334081005225,7364654.25027603,289.147990155872,-0.000455812578581,84.7038482813601,3.97974660043213,1993,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,3.69226988085092,414.776367668451,0.265387015332304,15,3,53.1875282633453,-3.25828862921358,5,51.5253590139531,17.7226087173228,36.4730496923401,18.6421523591026,15.211766460377,1109018.35352153,282.023713159088,0.0005598242600227,322.707943401563,5.66011112503099,1991,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-50.752801517124,1211.68812449604,0.211538688357182,9,18,52.2874834453862,-0.403785951133346,7,76.3606230437794,69.3010677831544,36.4619388144211,18.6332880144678,13.8308633217334,7138509.06463051,288.940819590032,0.000476783845329,255.093052344646,7.61999108427017,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,109.957584857446,1639.81408344643,0.233609746289005,6,18,53.9205652165711,-1.51358777391282,8,76.3640636307763,17.734663868094,36.4810818449165,18.6427627136337,13.8019855045761,8596472.11243568,288.288017029822,0.0006959735972403,296.176584684339,6.87863790173548,1985,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,91.2174559883118,422.239589878421,0.142566861249883,31,6,52.9085603053943,0.0264419007070191,6,76.3718806610426,17.7482538149346,36.4719634875721,18.6437982920803,13.814499798365,154932.504205302,287.806461926607,0.0020163225256318,388.883165442536,4.80039805924488,1982,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,35.1980367475715,777.904362772002,0.171693621486811,30,0,52.5254578373131,-3.34432597316481,7,76.3454246516414,17.7760499672968,36.4638634429161,18.6395451917137,13.8187690505702,10178437.9244131,287.649899241032,-0.0008500981838257,260.908359962685,4.14398870691769,1993,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,62.1746132266367,951.929248368587,0.231314493244317,4,4,52.3347044156155,-1.01534350126602,3,-71.5725462473421,28.0039300188444,34.05750246238,18.6419405462924,3.28176121233612,-1.71831782832542,280.991216333193,0.0001719146572556,127.099163132143,8.00706107388242,1991,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-2.5507897108765,2248.35776658776,0.217982729003031,24,16,53.4265276283346,-0.384997458184447,5,76.3192243286198,17.7221243483537,36.4423609883103,18.6419105336437,13.8086619074105,5577648.45459285,287.878282952232,0.0010447270601607,202.982089720877,7.58773811311585,1988,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,149.64892995166,2225.96494595399,0.141988998352545,2,15,52.5549444889522,-0.590384715774156,5,76.4815235063079,17.765378250053,36.4585361308692,18.6464457606872,13.8069687251236,9336828.00880587,288.074504406139,-0.0007594306015274,137.611151852429,4.60035207260408,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,-10.9617902030593,151.101276234851,0.169862480364465,6,5,50.816632789537,0.190110118633006,8,76.3263270316696,17.7718524215862,36.4510697677546,18.6361186640371,13.8325708172635,-6494.33743035117,284.170290419371,0.0011718572884183,168.799900126886,2.52519820399343,1986,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,209.514446638396,-137.193712807021,0.13381102220681,13,7,53.3186706754385,-0.408956806981454,6,78.6157329962947,17.7401164223979,36.4757883133209,18.6449576468977,13.8110892035768,137279.450915908,291.16381802778,0.0016266264835919,141.934644238054,4.88642365623262,1989,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-0.778057681015092,938.073195410723,0.142351784717699,28,11,52.5212478377436,0.898920470741316,9,76.4479872463483,17.764545595337,36.4633004985705,18.6407680834512,13.8115879661727,7966498.188428,292.553396269747,-0.0004369177918083,80.4074937672419,2.98360460704701,1985,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,96.974041120042,240.88733742977,0.120565429895499,13,8,52.9639548038744,-1.13080055744915,11,76.3144556603308,17.7500415568477,36.4602611371567,18.6458542788753,13.8151397998453,602180.347956595,277.536486859199,-0.0015319620998624,290.364943317778,4.37434442215933,1981,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,8.70220754857684,735.330745895996,0.19146617629883,26,12,53.947327892471,-0.0846663760189461,2,76.5491510431615,17.7713367312123,36.4903350386541,18.6389080995008,13.8162974642482,1528810.42193077,274.394140353875,-0.0006624772288456,159.757381694765,4.08416032481461,1987,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,89.8410115794259,866.345512762371,0.145021973969408,31,3,51.2025035419057,-2.07695257954666,11,76.3289433522862,17.7927411859468,36.4925975783911,18.6495483357273,13.8018416955213,3471429.08197295,286.735343543005,0.001934072770049,139.90823115528,7.31938553525421,1992,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7.47781531025961,1468.09627650595,0.20648668364359,6,12,52.9253923351742,-0.870965230430014,8,76.3149471016297,17.7577371933472,36.4498463079007,18.6450412421013,13.8181585010165,6323902.35239815,286.661356612964,-0.0009340352054391,198.240362499484,2.93691408045559,1982,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,59.4575950148784,775.427559974839,0.184724502170239,3,9,51.0606560113221,-0.309476974269822,8,38.6487844735777,31.6946360536623,35.8491185067984,18.6417788862787,11.6109972069216,1546151.01937591,289.278296846098,0.0008887470878941,157.733429079885,6.33856800179262,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26.1944944490589,1274.06291123372,0.232395965891119,2,3,52.5989627381975,-0.986976829649345,3,-2542.06056607045,19.3368741063832,36.4841649606955,18.6382440027338,314306.003546818,-1075110685.8171,276.389950332608,0.0593287880755699,281.826774364643,9.24094155899616,1982,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-27.0024846408116,192.080987884873,0.142356482120411,4,21,51.106654381501,-2.20045231010473,9,63.4679137068659,9.46256489515214,40.4239226279305,18.6429554736732,0.0572896319929006,3865534.79715379,285.951337603125,-0.0004820650013282,38.6227006395973,2.83317763975777,1993,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,93.9541346636215,-29.4042922727728,0.142418044412251,13,2,53.8720298517595,0.154898463150454,5,76.3087130678074,17.7503110789145,36.4590635645347,18.6352062900874,13.8104407189093,-46395.2316200698,282.159061671299,0.004312688031848,134.67281943595,3.83548388641992,1981,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,166.801156155272,1233.65423710968,0.151489304809706,5,13,51.8769996446763,-1.12163816670072,4,76.3373896561933,17.7301176813236,36.4689677398312,18.6361057578147,13.7975942559137,4532591.57277221,285.049203456116,0.0036976524854606,237.664057879655,11.4444761344149,1991,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5.55132421507024,423.946730974425,0.168850429871098,23,11,50.6604135391065,0.138945567113652,10,70.5571308753806,22.8975415455373,35.5515908845311,22.5111950772601,15.5562171853792,1989866.29340242,282.400326436748,0.000318093648211,376.6862395777,3.42776193255858,1991,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,32.2271004001551,-119.092216398859,0.194438581114177,10,3,50.89465852721,-3.14107727069387,10,76.3554015731736,17.7538219347115,36.5016557764839,18.639542500005,13.8002343615068,2642332.26481455,285.192941216363,-0.0006409348342842,245.057341633727,1.753115855277,1984,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,154.166434698942,1016.21421848723,0.186210160701419,13,21,50.4008420886977,-0.935966494820955,4,69.9982961765879,62.7309055343592,37.2788350411376,18.6384647946378,12.777078521989,5494431.19988137,278.311061583523,-2.13148578037776e-05,68.4005263478587,6.95386774694187,1981,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,-54.0680910722867,977.542451101387,0.219053818402732,13,14,53.0806043136238,-1.41515394032773,4,76.3435745065991,17.7364108277218,36.4568472448146,18.6466886966787,13.7911525963994,4184636.92639884,287.207674047761,0.0012637252641031,-103.927678823805,12.8038349480734,1994,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,80.6373947804506,626.047802783307,0.177614793900457,25,10,52.4423432972279,-0.0018152659008685,5,56.6660830033339,38.3264587257105,20.9564862669867,18.6442147752602,53.9995003268573,3413147.48045096,283.03843948378,-0.0009378761578316,251.821782625488,4.81459470303807,2000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,165.466386125244,457.420824777949,0.251175740633965,5,8,52.1599823181029,-1.09854435705996,3,76.4737583544135,17.6888650349482,36.4714083220233,18.6403951545406,13.8403154091189,350334.707235633,277.092164690724,0.0018950930015411,317.140648421913,2.26319066778913,1984,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
