target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
4,-30.4398446060432,1426.32392995174,1.44229267269988,0.220309949379398,22,14,52.1962802549275,-0.504077483472484,7,76.3828204235732,17.7225555003628,36.4926108155726,18.6490291228748,6960370.1999473,298.254835152349,0.0012555258708096,111.383994185941,2.16630041954524,1989,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,18.1766794808188,689.81778156819,1.44185046287545,0.175918229196315,5,22,50.7593116793218,-1.60010237953394,1,76.3379910402604,17.7662784961542,36.4639738682964,18.6395424646768,2502921.90694985,276.128182121163,-0.0014580403262885,235.289553865118,6.42815775942903,1984,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,12.8045962901914,1155.80042221257,1.44377590048908,0.219398855043944,1,19,51.2213917022492,-4.5215396599637,6,76.2724300919093,17.7259946096358,36.4136849996095,18.6353575925714,9920102.95584914,289.240273313326,-1.41543595268095e-05,218.944882254269,4.44761274305698,1990,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-59.0529536767225,1105.50396795209,1.4417024605331,0.172253023570753,1,20,51.6443919974472,-0.944600305522716,3,76.2633434697578,17.7517371612343,36.4755721167332,18.6449567769566,-37090.0657794542,282.373373418992,0.0042208597487375,285.031249843047,11.965893723452,1989,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,103.005207585657,37.4508056262516,1.44256269807552,0.1898601658887,9,10,53.2255879626926,-2.0804245197546,11,76.4601265745379,17.6923634204813,36.4585721813993,18.6417882097965,2205469.62507261,277.381637410555,-0.0044123052655698,168.966142479919,2.75958129895987,1997,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,52.8959856103672,492.142276449243,1.4413116226228,0.174868008110162,5,12,52.2844848788834,-1.32350491452615,11,45.6535515659826,17.746743204291,36.4571308665414,18.6449263772609,487437.82113074,282.200088478848,0.0018851553942928,-44.3318319090956,5.53284631914589,1990,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,204.588688847276,454.390030485395,1.44266680661109,0.222624633361107,14,3,53.8285766844011,-0.561467031173721,7,76.3196256150328,17.7468468367954,36.4706364626825,18.6377959121861,2381132.45794562,286.96070648744,-0.0002555894742559,273.985688094019,0.923538627239496,1983,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,26.5494990243348,1449.46188980901,1.3417244716146,0.272897224068185,6,8,52.2738167793574,0.537615923960201,1,82.2314851995907,39.7330100630842,33.2343262595306,18.6373276029169,-163423.176879948,282.356611555917,0.0034151233051935,245.847349140184,11.4209260251473,1983,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-173.890100608078,359.214117466513,1.4414470261203,0.210617162297101,4,1,50.4954510113994,-1.22537793295716,4,2.40283742847246,17.7387097182387,36.4760200280982,18.6428845002331,3885368.56022877,280.266865228532,0.0009637520965192,288.259122955585,3.72429383287307,1997,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,130.195903234663,816.325961211369,1.44228067815145,0.108010652158311,23,21,50.7353545226612,-2.23982582991513,2,76.334762586265,17.7495188210735,36.4758817155068,18.6374784621442,-1487352.70356381,280.011611635231,0.0042384562325772,124.617256601666,10.8404824499407,1981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,116.61187729651,605.441831347199,1.44013858623408,0.201454528702801,31,6,53.9550117108068,-1.88623525455575,6,76.293466360999,17.7274927726319,36.5104942977607,18.6396738117941,49062.5060981896,283.60247052268,0.0026074952449876,304.838064810407,3.71268759198237,1984,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,59.357480338464,662.863332055727,0.276886266405231,0.121746714857245,1,11,52.5367823576243,-0.697171888597614,8,25.5864513395811,58.8755737500957,38.4615196983542,18.6482428990057,2175342.7697898,287.226792598073,0.0005432683814896,32.5969531046664,3.29786399084972,1998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-50.1650562165993,397.651276485811,1.44290503029713,0.172678168736733,17,10,52.1321745229301,-1.7014004576218,11,76.4062933534778,17.7330141869555,36.5155145577184,18.6413411052495,1330061.87337181,278.118787501148,0.0001343566557072,161.924751411907,1.08556136463192,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,62.9220993747782,880.543308942519,1.44153505947986,0.175584154560264,28,13,50.6837220380242,0.757067048418176,6,76.4941189547651,17.7399793398502,36.4936872753362,18.6427816379359,4035475.8304119,290.400673965406,0.0037967939552727,242.912992644647,5.72762337325375,1985,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,220.570082068674,262.679433530727,1.87070092514818,0.216980028362662,19,7,49.4543729305206,-0.387587681776227,3,44.7992733478437,17.7535983039931,36.4667188468693,18.6388838383794,-372.847564152115,273.596386682932,-0.000161126706974,361.611662501054,0.329259868502711,1983,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-34.0897905555524,586.494972148522,1.44065029823247,0.227308184063953,25,7,53.2571001545215,-2.25896767298543,3,76.3446272380049,17.7799956787498,36.4577340294428,18.6408496440343,-17545.9362720059,280.820285526087,0.0009279622265274,73.2126900396979,7.67746490514902,1991,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,62.8072284053561,1108.72782621454,1.44151274069333,0.109083738545104,23,21,53.9177613718757,-0.929970508415946,1,76.3135177482639,17.7605411652971,36.4871901493461,18.6449201738424,1762864.72362522,280.787662933539,0.0006134713190309,275.897365396436,11.5525781096439,1990,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,105.341126941886,1167.59869390203,1.44213926435586,0.197818391963399,27,17,51.6589430212768,-3.29200613175865,6,76.3008878350119,17.7394072912289,36.4621531375071,18.6318921441693,6400005.99679042,288.302357607737,-0.0001715706788223,342.47491333136,3.37063198667128,1993,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,108.514231845969,419.616978567038,1.13154661427351,0.157964745607545,25,2,52.855659633652,0.577799233917139,9,71.2992405896885,14.4615835017327,34.5564868326258,18.1088519677687,1142688.95589066,287.116607818195,0.0035856408851641,216.541707959458,4.87452224544372,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,-21.4205442319871,450.61393805923,1.43896257294552,0.334125044281772,24,18,51.8197315051438,-0.801513435129102,12,76.3210546695498,17.7767016236983,36.4515022921773,18.6482179931105,3027968.26438938,278.627235871897,-0.00618763687294,212.167914629679,5.46893987522378,1989,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,15.7211289717324,778.685295879124,1.44061364673839,0.199925873798398,8,0,52.2746227258634,0.973971606416183,11,76.3241356596624,17.7608642866643,36.4767943428421,18.6365169739324,1457393.24832848,280.58664697974,-0.0003807819977741,221.111202020483,5.70933899424091,1986,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-12.8407681114374,-19.6130391510099,1.44097808232374,0.198886304358953,10,4,53.5290980495598,-0.952056540067277,9,81.8520906273134,17.7372808493823,36.4778744297237,18.6449215333601,0.899963481926187,282.193143826767,0.0003591504271835,331.385537687214,2.36216291282336,1990,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,194.690027799385,1233.77243582656,0.571263194857163,0.290391931934949,7,16,52.2966509351334,-0.0971456139394042,10,107.110376667171,29.2694117190195,34.2283055719101,20.9554225547774,3779597.56971143,283.876012306717,-0.0003268448635644,228.543923429708,4.10823860529791,1999,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,187.204257055698,473.070324290335,1.44011276203811,0.205483983071502,27,7,51.3124069750453,-1.74640720585536,3,76.2751503832765,17.7907322525502,36.4827432853657,18.6397741566607,-147831.715160218,281.379017242882,0.0006651973304751,52.5978102614233,6.26900426971664,1983,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,211.466115999285,625.411928581521,1.43075324577751,0.159608947568792,7,3,52.6927113577777,-2.21620117044747,11,76.2709377612156,17.7267811830797,36.5092452170567,18.6396443583758,1186668.01342497,286.467215095166,0.0003199962143217,139.369952169756,7.87591138145292,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,46.1489455776217,780.068858564718,1.44174848322,0.202124431113612,14,20,51.2220883747387,-1.50880350439059,7,76.3571947101001,17.746500564918,36.4714850238459,18.6365180678987,7584273.56259712,284.465555209941,0.0003706820194239,281.713130441593,2.41539171022687,1986,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.99839309661185,449.075668418264,1.26979423653438,0.24630647924021,25,5,50.9758959672613,-1.82305434695049,12,48.3618674498509,18.0812357141251,39.0509953888132,18.6213852867291,-42640.1460869768,275.617806090447,0.0029473697323194,252.600639224448,6.29017450652543,1999,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,11.3401297990335,327.93459292008,1.44183963274647,0.177983201727715,11,22,53.8727564173374,-0.760091306687111,7,76.3019310690277,17.7360191505952,36.4806409185776,18.6410426507078,9217733.83995657,291.708998173524,0.001749050194181,270.783695164762,3.86019947251578,1989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-2.91900245970615,595.169584309431,0.605259052336363,0.214070644633585,17,23,52.677424261215,-1.39958828709372,1,45.2108396565227,22.6182317845338,27.2219738491472,18.6417795033559,6471121.32371575,280.075912772684,-0.0071054216643139,261.498190113585,6.70991510125375,1998,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57.00207108335,1684.87169045627,1.44256270460392,0.202144372840179,29,19,51.203659790148,-1.25268158668525,7,76.4600988008923,17.6915297670874,36.4585732602711,18.6489252171835,11399052.9049846,292.59553001029,-4.74705956498033e-05,191.381843881653,5.3717885283312,1997,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,42.1352246355859,-137.901912873491,1.13071470648744,0.151671748995655,18,23,51.9755916711632,-2.70439293142744,11,82.9677510709869,5.00681946760992,37.6149842977735,18.6432550432575,1961470.31242736,278.008913934422,0.0021025165296603,206.6599682599,2.15754913443927,1994,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,211.649916910163,401.280178780361,1.84674894379509,0.157396205552113,2,19,53.8318000420928,-1.695081970243,12,82.4305012910064,16.4663607912938,36.4821653698292,18.6353153961527,-886102.369305854,280.257425669159,0.0037967862969895,279.753267709592,5.53156795752286,1990,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,130.058626771377,812.354665206645,1.61224084385251,0.166101408660309,10,12,52.5772789796961,-1.66760582439728,5,67.1177032128046,17.7495524504678,36.4689487988812,18.6495489010596,511249.353673817,288.654173096229,0.0049066658023679,258.234954050401,7.75629780691578,1992,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,140.848054120699,612.226422729185,1.55979606667342,0.162115476204439,3,23,51.2126020999725,-2.43622854550461,5,488.731339304777,20.7541098637299,36.4948348979358,18.6420089259946,12760887.3768578,287.915647006968,0.0002511122303134,194.834073981129,8.49758498072251,1988,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22.0519282317285,78.6696132750123,1.45515803362444,0.158697143158196,6,20,53.4666468324248,-0.145756305500861,9,76.3127006877237,17.746861499171,36.4818296144824,18.6395423156753,7216177.8744683,291.369768524835,-0.001597833559182,-14.4673224332648,2.77339929634282,1984,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,22.9661449102033,1225.63900425421,1.4428328275469,0.170863874971387,20,23,53.4006488604353,-2.23011851082158,1,76.3546165606118,17.7538794378722,36.4827928020802,18.6422777181549,5934849.37702146,281.877593439952,-0.0037916587222351,243.837497483632,8.3582730329778,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,231.962294067661,490.692093275937,1.44184519788161,0.147668878161459,14,10,53.4567885625498,0.257790315742003,2,76.3208254295407,17.7388297383941,36.4851545339261,18.6407683478384,-594435.033596794,269.537508455701,-8.28178837343301e-06,53.3795857270429,6.04037437435409,1985,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,-51.0039488820761,768.392959275501,1.27350704963524,0.177812732400263,18,9,51.9416832337189,-1.46131103492879,6,89.9773048593518,26.6281519846923,35.6293331743355,18.6388783970264,1523941.28677288,285.334367799758,0.0011270655168084,205.470371972434,3.41606982581309,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,141.962792134804,1285.52591468246,0.945906470793292,0.136078190670224,14,13,52.0514769207289,-1.95807285264466,11,29.7054053832697,6.27642897094256,22.0663750814145,18.7502427888405,59196.4016546815,281.3288352672,0.0024966671700305,229.821349162096,13.1390758910334,1994,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,82.7305684434214,-184.867439389212,1.86076899358633,0.176630024698694,3,22,55.9035140082071,1.14701760051229,10,55.4928514148704,38.3068461071164,33.4881361655259,18.6272265222375,4813881.65173245,284.576270485331,-0.0065777754263931,168.205418856017,-0.342013788499676,1981,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,-39.2601962274318,748.151815935747,1.44211338508394,0.112842121564922,9,9,53.9868746297966,-1.52814549239012,5,76.2850050588675,17.7362958166656,36.4559558803884,18.6366003365597,1235696.29560405,284.801522777356,0.000653857437736,240.705706454964,1.75076153603852,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,138.118279459566,830.87954917941,1.44246927154461,0.160856960623603,5,18,52.535861650012,-2.0264811847062,12,76.2924176980443,17.7909065850088,36.478355297815,18.6449665756393,4527220.83994094,275.585884415994,-0.0075507157099587,32.560270969782,2.49871709079328,1989,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,113.006635604306,605.01339886913,0.942356817175906,0.213053732539501,27,9,51.7242190182525,-0.0376602468446092,2,-858.770400811808,10.6336825447733,29.0705030881742,18.6446702774521,-1353517.03941728,277.102143150354,0.0019995699875174,259.474408166527,5.11211088747323,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-152.640952879518,50.6977232528707,1.44125465754687,0.174252413350867,27,22,49.9545402584822,-1.17253196829027,11,76.3383373341196,17.7351238187026,36.4662308153263,18.6430783615194,4517678.77821087,278.663728970135,-0.0001801865066562,-52.6037957099907,3.8755625685701,1988,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,106.707269999596,620.496802123735,1.44196284076381,0.170475172431048,26,10,52.4653558491135,-1.74866107046506,9,76.3585690726997,17.7921199511007,36.485728138327,18.6354648085298,572587.504498984,285.746782564275,-0.0002453111522005,248.746598241073,6.7021603910519,1988,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,207.7687810957,724.606904978745,1.44124179011465,0.148484853204471,10,5,54.2573384831933,-3.3013452297003,5,76.2895682232033,17.7616830558214,36.5253548923942,18.6407682019666,-61049.8273055493,282.184426237065,0.0008280814891803,-155.814734199005,6.77034280976025,1985,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,93.0365699950845,-232.33351279529,0.62559016350119,0.170619355067833,29,22,52.3802996277273,-0.348734283786065,7,76.2615565463158,17.490736688527,40.8296300551673,18.6447606147398,8347611.88817723,292.958344177895,-0.0001417538033399,157.846728998521,2.11325222039161,1995,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,171.73068297881,1010.91568468593,1.44132361979244,0.250332265924948,9,12,53.0126036223253,-1.25076954249036,2,76.3117980088368,17.7506023271223,36.4590621699726,18.6405388724132,3168712.60536016,275.48914265692,0.0009614522746825,-6.01730395295453,7.30020691970043,1981,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-17.9881735329783,463.952319925281,1.44143188973263,0.155346152288351,11,0,52.5936990127616,-1.43204459364574,4,76.3143979773379,17.7500669017442,36.4602631118041,18.6388494989864,5516969.34066998,282.764139839085,0.0004433027117858,209.842988065471,5.41520470597953,1981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43.0730887283773,324.8510672742,1.44124537800211,0.184471087479616,12,4,52.4309644169941,-1.17776385473135,10,76.2907330234757,17.8075542444424,36.457348379443,18.6374445134559,-2.44272795400364,278.547136830562,-3.70258513471383e-05,137.226760415437,2.72908401008875,1982,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,92.7534431846391,543.289996072847,1.42391608072728,0.202870993179839,1,23,53.4683203466561,-0.42939844376063,5,76.292982020453,17.7557821499892,37.107551720034,18.6400326259215,2442484.03739213,280.899250702492,7.29761251107349e-05,125.305067665748,2.50643150645579,1994,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,159.831657426379,958.869046265342,1.44254618328943,0.202955422478687,3,9,52.9697434586813,-1.67309864128232,6,76.5085029675957,17.7740110767902,36.4804599131194,18.6449216722147,1061728.98826337,283.371365538084,0.0011960317981486,291.156514075716,7.0771353458938,1990,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20.4647012183479,182.708394890722,1.43985995164781,0.17579889820681,23,4,51.7328086478723,-1.55154355194368,12,76.2825439223347,17.7623456077788,36.4521214153203,18.6495481737929,6.66723589148255,270.885573122902,-0.0001590998561734,2.70488225173879,2.07104635371784,1992,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119.896556659453,1037.84488026745,-0.0149896712041843,0.0927954966659222,18,10,52.7744029647114,-0.485710331996762,9,53.0540192496166,67.7981997291635,24.238615943052,17.9675724711084,3603359.23688094,293.023320853008,-0.0049056332713929,176.429234070325,11.7031807238216,1999,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22.2639274049346,119.345655041326,1.44169280542461,0.198097051521792,12,22,49.4608863156588,-0.394169315022441,1,76.289723408533,17.7146403461918,36.4978539724483,18.6440147823906,2382822.07705321,277.391806144817,-0.0018163012580888,75.3391810831465,3.23520809808757,1992,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,125.583769674935,1249.14986039153,1.44157113837322,0.0975773840347056,3,19,54.0967990979537,-2.36055614666612,7,76.3435947033207,17.737009875519,36.4568474025936,18.6414444312225,6809382.85104352,288.963625170682,0.0011658452846439,214.022142685341,2.0529966140809,1994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10.8392607425547,282.259089188869,1.44143187979203,0.164842649923769,19,5,52.1573278326499,-3.34102100297574,10,76.3144125276775,17.7500466113354,36.4602612736999,18.6433289131505,170546.964490674,278.894019501785,0.0022446224289762,229.259081772749,3.54876085123772,1981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,178.456153623969,156.646677860042,1.4424917979153,0.152782047265108,2,23,53.2236061855554,-1.48909187278337,4,76.4086755658517,59.4038111783012,36.4625719851855,22.6392046933229,13472154.1930106,278.850681681534,-0.0028815081414287,31.448527198274,1.06320175852424,1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,223.192932855519,1301.59946056792,1.44022646078067,0.157346397002688,5,18,49.096627926792,-2.60170750412347,2,76.5467494365007,17.7929471893982,36.4821717713895,18.6412828998671,3247338.59259446,280.215580621928,0.0016111068859598,244.760932726317,10.5197774734622,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,41.7337068696625,1230.87884225398,1.38510216147875,0.156927135259178,19,18,50.3869670115385,-2.18668566571013,5,30.1273598372063,17.7504930778132,36.0860702345426,18.6364649009034,7081538.38305045,284.922530724699,0.0012381880063578,107.409969328395,4.61701776661046,1997,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-47.1600098000959,0.90710545870181,1.44163850008931,0.218564134058266,17,23,52.024803000552,-0.230807845738882,4,76.3012161951526,17.7125014368495,36.4510709788858,18.6401909203723,5857085.4123043,280.676056691089,0.001327101537765,85.3971353520198,4.03929258281997,1981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
