target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,pm10,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Preston Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
4,121.21389131171,1427.93611874757,1.44266685340838,0.237954909602422,5,13,53.400578328879,-2.43561579366325,10,76.3237996253901,36.4706369483969,18.6408005295596,13.8083882645589,1911159.08920128,283.664160763892,0.0012066303739377,259.01139551192,7.6742064080167,1983,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,26.8228458275737,997.278152142673,1.44186973822659,0.21000358175433,10,8,52.6417910144659,-2.05411642489256,3,63.9958586892283,36.4752326502262,18.6417138287874,13.8135550149904,-95080.1427833187,274.739766243855,0.0008666261230157,117.643744791233,8.0983352692899,1987,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,119.740406657331,371.98422137379,1.88020424204633,0.132062729555755,8,22,52.5371020285171,-0.701331090868261,8,82.3021967515895,36.4730495340622,18.6361059149324,35.1612709323649,7595279.69752622,288.326498502748,0.0005693303597776,96.2407866639292,2.84615052528817,1991,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,119.952659792596,1009.25283516819,0.347406659443923,0.167456481615794,3,0,52.8484762197572,-2.55370680267761,3,41.3465322409011,30.7751337678165,18.640883531626,-1.88797250133669,627734.232919781,281.942881606447,9.91978853639544e-05,81.9925630128161,8.10632156793532,1996,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,37.8387006398619,402.300861680974,1.26520003931134,0.126715197048337,3,9,53.031288351921,-2.46765854314298,11,44.456753838178,31.9885288331345,18.6142410357692,8.74577214339818,112619.233950776,279.300412434476,0.0015432302935548,224.683015454341,5.60800368696195,1989,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,141.703291786209,604.531854457021,1.4551580927196,0.227588480478746,23,20,52.2061504910661,0.256862327931513,4,76.3164445628467,36.4818303056622,18.6395422758053,13.8183139615696,3303711.90482871,280.411723976256,0.0006615186349911,61.2951214104191,5.05644254926832,1984,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,42.9627082422544,1881.22896147682,1.44166119324586,0.252771041031151,3,12,52.5076280926465,0.518265658754126,3,66.691467570652,36.4770247744601,18.6419559149492,13.8056044325879,3232847.92762624,279.653013008973,0.0003451117253551,326.826008807785,6.32005512948247,1988,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10.6736714335381,710.152241777389,1.31279164919842,0.203983227109858,21,18,51.1030274676212,1.41154585151947,1,108.953694648695,36.4895846438334,18.6369462215393,8.41803882920224,4003472.61905249,277.993097827544,-0.0015436318858753,221.813858364499,4.56472486263117,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32.9889063830781,687.361026348692,1.13154660505276,0.22487856122814,20,2,51.9812335908299,-2.73841807659598,12,71.5169630442372,34.5564893186457,18.6477760355987,1.82312086908573,5044311.95204203,286.62280923382,-0.0114930275393957,306.366537562846,9.2833339903122,1994,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,71.9729999531549,396.840479771107,1.28136746302838,0.15269490204762,9,17,51.3049016136987,-0.517900131939131,12,68.0253378353373,33.5821523921702,18.6416600292058,14.571613077498,-262999.927695942,270.849672109114,0.0015465671157589,48.7101465330677,1.66215369804921,1987,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,-9.50784893475912,1377.81996662448,1.4421133309835,0.237116307083009,24,17,53.2703826944964,-0.0291941847362156,9,76.2822858204982,36.4559544107553,18.6405759154592,13.8147421645164,5921216.34741731,293.055335132237,-0.0004276586437758,268.657743599718,10.5769202048267,1990,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-26.032920523752,1127.06682794083,1.4407069188085,0.149870315134239,23,16,51.3326515916407,-3.51724583088097,7,76.26995335909,36.5392221078822,18.6361055541553,13.8322843640123,3894060.54841785,295.404022535234,5.26863238780885e-05,136.653150463727,7.16574044913127,1991,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-115.382553078759,-214.344666416582,1.48402960994266,0.200259476937859,12,1,51.7535587151833,-1.59177859732628,12,76.442025306034,36.4768385121332,18.6386985366544,13.8129560701989,5827599.27914401,271.142665281844,-0.0095163566160939,-13.9901700978184,-0.325307572215047,1996,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,-58.8794896957244,723.145200871665,0.47578197453753,0.175292284777227,15,10,53.0843257876871,-3.10417095112355,7,82.6036708706291,28.2169003455258,18.6408836496195,3.73768213154762,1309346.905387,288.281913475597,0.0012050165900078,65.8825196139357,5.05945578083632,1996,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,28.7105734011977,579.900866303668,1.44298623615138,0.182667264081546,30,19,51.2709981471246,-2.73184264307569,8,76.3911712442987,36.451925405155,18.6410212719945,13.8061436788131,4111073.82979627,294.265245025626,0.0007661678552593,253.968301773236,7.68377202588376,1990,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-56.2753147189279,562.676493024856,1.72533420659797,0.225842474970651,25,20,52.3263290363423,-1.40247682563596,12,86.4437077454851,36.4846309189485,18.6359215850182,38.8630510541586,7207958.53233904,276.5324943788,-0.006973301958399,237.112858037723,5.88504168915141,1984,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-1.50686793776138,447.950537469051,1.44103491509147,0.17043241238824,16,9,49.7846501491155,-2.64906496570159,12,76.3580259508499,36.4875658692263,18.6354656661594,13.8126671433866,801584.976828631,281.629296209351,-0.0074234702071153,268.444331303724,3.3587282917302,1988,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,-14.6801112899737,1222.87267875165,1.44233635366706,0.182696718629454,5,12,52.4374153904538,-0.462265431545866,9,76.2599824291579,36.4901874158633,18.6435545330326,43.7218415612359,4940033.22901271,288.958651211275,0.0020347837114364,273.632663095441,5.36741186480265,1995,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,8.62811761299675,1283.02289372594,0.20851216781368,0.165374641198725,18,17,52.0842056719821,-1.99646457519331,8,10.2795670505846,39.0795052830831,20.1834774874292,50.8464716114002,10177511.5360428,298.438864282267,-0.0001724892116521,70.5716528895881,4.43797231567482,1995,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-40.2115383609033,791.564845245929,1.44239988098892,0.181898611160016,22,2,52.6728068165092,-0.470803678117952,2,76.1278010693956,36.4764540283902,18.6351606674488,13.8077763938136,1504609.17221295,283.728159163223,-0.0012768434739392,186.835330601933,6.42606330398288,1988,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,300.538044359955,720.135331508628,2.56054882609895,0.260550835191803,17,20,51.7002352932703,-2.18849148695105,3,82.7819515011724,36.4711265500701,18.6408666586306,33.5437223799271,3490699.32846764,282.809908676649,0.0032894836986599,279.100806377839,5.37323357520802,1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10.8764944120699,1623.89569861105,1.44084855629763,0.111284799831475,2,13,52.2590921080748,-0.0684169902411562,9,76.360951050289,36.4415005610049,18.6445088172196,13.8353784112717,7030790.99451322,289.580074330244,0.0002935468392195,265.157987290191,2.97306850119642,1990,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-74.2751014718357,913.34340729276,1.44115886140967,0.132837145883488,9,23,52.8321958190568,-1.05473946623843,3,76.3344375626702,36.4777019474053,18.6382555975779,13.8029752663834,4306449.80614953,281.506796893658,0.0017130165666239,196.23343627483,7.16492867526221,1989,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,103.247810266366,369.25101103709,1.41250388722371,0.184236958083118,14,6,52.2036055377252,0.691715576973031,6,109.599716385591,36.3904127121848,18.7713105573615,12.6254478840627,193723.790533553,284.066229908439,0.000923890479095,378.21489837678,5.32108418296601,1997,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,190.163949721331,67.8837433842342,1.44247090279509,0.191041503766719,23,7,51.5265717271454,-1.12423687345891,8,22.4315108565389,36.4700472936155,18.6416597912023,13.814153081721,194412.062130525,285.628242960014,-0.0007897636118172,249.990231446827,1.72411739489694,1987,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-17.3766635860087,1396.54158785138,1.4427893858462,0.155273827710486,11,22,53.3221203645706,-2.70876243718837,2,76.3364803315908,36.5008460773393,18.6445093534602,13.7974974137267,587339.370033874,280.277607991625,0.0063940920874048,232.950342049778,13.9970516728561,1990,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-35.9585847507098,332.323599973168,1.44145151773286,0.169376455370184,13,22,53.6089843736404,-0.0947438820113513,7,76.38219958616,36.4803291497439,18.6360895425614,13.7610434434897,-97433.8708043634,286.346092347693,0.0004795603264613,252.273159743834,2.41154837907927,1996,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,68.5357776370313,23.8905030801075,2.05709752716296,0.190885591613711,21,23,50.8994721979739,-0.903790900429987,10,79.8084124417871,36.5791558281322,18.6516154241406,36.0863034475858,497404.914640335,276.269550075969,0.0010211784571499,172.097865026941,1.04301720981718,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,91.5106406462381,318.648534086465,1.44178256891658,0.186983338539735,29,2,53.4193883264948,-2.39679550339042,7,76.3521865186759,36.4997426046128,18.6437367618656,13.8151500530703,3446137.56418439,290.946285642749,0.0016779878546388,295.023119443095,5.44166334468423,1983,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,52.8717646922829,1945.33774979628,1.44164045375181,0.250981384577263,17,14,53.4332417211309,-0.419050013120404,8,76.3076046234931,36.4438047027737,18.6449292080123,13.7957530825209,5215111.44423373,290.309353088044,-0.0007804868935792,283.526384013223,10.5568276079078,1990,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,127.728509844049,718.291113373768,1.44238217904481,0.379538217729777,11,9,52.5568707949009,-2.73600438796235,12,76.3121930103594,36.4696941443191,18.6386420850516,13.8001846189574,374614.132174998,279.673183020299,-0.0075379355438977,418.103629402687,4.28126907787793,1989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-36.0046821191471,1543.79866606537,1.55423180391906,0.181833707996815,12,15,53.9911392036883,-1.4134562371882,8,86.2192268920869,38.7232721404091,18.6435303487349,10.2571299401931,5959662.4099497,289.011745442368,0.0029904772188323,254.953856830438,11.4682403348458,1992,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,18.9148559871252,347.608283171468,1.44194102141033,0.156247656348045,9,6,50.98364651591,-1.35577070751312,10,76.3212850670368,36.4678608290264,18.6401423075507,13.8149495800025,185761.251477995,284.598123332939,0.001372465759766,205.614774321418,3.71630651813401,1986,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,76.2351590611967,155.586825626218,1.44727145290155,0.123330122005365,26,3,51.4952682589261,-0.211355399615319,9,81.3471232011869,36.6290516586473,18.6430197177934,16.2470694564811,2667279.60636432,287.898851425633,-0.0003926771089744,269.356329411742,3.17601018987841,1995,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-32.7685092072974,2304.77476858312,1.44233386265533,0.1492750890788,21,19,51.9977707209387,1.07110671151358,7,76.3419782005902,36.4683007751008,18.6377962617365,13.8067964703335,13028897.4753301,294.973412507008,0.0007134081026771,200.656153579508,3.75289336484687,1983,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,166.153312860527,1486.69712706303,1.02078796009646,0.205655742477707,22,14,52.8332182375184,-1.62632205585826,1,62.6011737373875,30.5153083755035,18.6452751083387,4.44989841758261,2936095.42421491,281.993896719764,-0.0014065233564589,261.323289796653,12.3991965435212,1993,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-29.3457891424096,504.525381994256,1.4421752101282,0.169869220649205,20,1,53.676277726342,-0.933178861088669,1,76.3445646745136,36.4472066900158,18.6350279499086,13.8333903605291,1959371.91596513,274.766197503562,-0.0016650868847652,236.702757997056,4.84590153531289,1991,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,161.937669231425,513.993059808565,1.44115546244333,0.232389176330863,4,8,51.4667557742948,-2.28235255460748,7,76.3881949347761,36.3747932004268,18.6430524971845,13.7873950329815,911399.344041119,286.142979967511,0.0003346633784521,226.607438494945,3.46796917815345,1981,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,-86.6038654829003,1486.21798127564,1.44136617830405,0.149107880530379,23,23,53.3793486408275,-2.40374729868971,3,76.3054992069051,36.4940810953905,18.6404045360588,13.8195747071919,-255869.159395402,284.113861650599,0.0028109059751342,256.595001168967,12.7173600087608,1989,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,51.0173821617125,-25.9138463716925,2.00924212072545,0.182735014973923,14,22,51.4825364730952,-1.83616227909861,8,84.0918314380853,36.5706321671818,18.6449462577963,21.9097380129697,9944152.98802469,283.01143547639,-0.0003238916461883,55.2643973439995,1.32617874082561,1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,38.6171933245028,1125.47699298447,0.215609925815605,0.094437424240035,30,15,54.7819380724362,-0.240616074681221,9,21.036016550636,39.4145771372517,22.7026496174804,-0.830689806515879,5238643.1906,290.187223323617,0.0004151981850852,171.836385549064,2.56415384298369,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,147.025951995723,736.811351303186,1.44184935605118,0.185586141455285,24,2,51.5676913444445,-1.57255047820539,11,76.3274769997691,36.5016560658817,18.6407760314402,13.8002350113297,3339922.91485521,282.288204476347,-0.00595559604492,247.553995783234,9.84140287461122,1984,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,70.9331302221289,757.329287727505,0.956073234656528,0.168650026074576,5,16,51.6125949364385,-4.14996424672727,11,46.4812500013311,47.3539825032537,18.7980132556648,11.497848069889,1258811.7739893,277.451187568828,-0.0005567322922879,254.263161566178,5.04293762635996,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,151.177240941506,104.209319181094,1.44233269035893,0.175463475931801,7,0,52.0361101233224,-1.5214014554827,9,-78090.3445369158,36.5031186503969,18.7486113820088,10453.9766394268,-1146220432.53707,286.242350867411,0.301456112100519,118.073574012102,1.22156693829674,1989,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,158.781160305676,33.129734234965,1.44089333727542,0.153077132674662,20,1,50.9922951566949,-2.51483630127983,6,76.3951555548841,36.476588179076,18.6456881820172,13.8135675992175,3100293.4705437,283.37728238372,0.0053922553610965,89.8807263459537,2.56051357871662,1982,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,135.610807541025,617.062399499746,1.44232851569663,0.202032263660653,2,10,52.7192179756999,0.219933550261487,3,72.0354609054779,36.4592881580109,18.7622289812046,30.5574432607757,2113022.99110517,280.494418893568,-2.90899004157928e-05,313.471295546551,9.90490765683499,1990,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-13.0070637110042,844.650122171028,0.201185275308147,0.154687542994413,25,12,51.3529742645601,-2.9666899606842,8,65.8067670701275,33.8256476437196,18.6416988458581,22.8087930193679,4953120.99609692,288.322573731261,0.0034509549636529,272.828899799884,2.29474309660615,1997,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,38.7345166267648,754.639058700231,1.44161229957788,0.187004668557852,18,9,53.0111226353953,-0.230112660294994,11,76.4131928612064,36.4624767815423,18.6445230828129,13.8075994181797,362349.754396016,278.874621478163,-0.0012899810126913,303.806359325145,7.22221040988379,1995,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,76.3188903136034,266.439918063431,1.33914560180327,0.182132006225758,4,0,51.5748208150158,-2.32435636978578,11,76.3230837876594,36.5268264289345,18.6404083444561,13.7945448879877,1566510.78224146,277.924029055399,-0.0017130411673835,366.684478063883,4.67585858070236,1998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,16.4177979257034,1254.49327455743,1.27350703152391,0.153965332910402,2,13,53.3330037195541,0.310132429849442,8,83.6474907013591,35.6293322866229,18.6457422793908,22.4271198554032,8419879.98385107,293.763603886289,-0.0023232920859583,110.502172343051,2.8944143407955,1982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,63.1261562207242,1964.44092804317,1.44154190572762,0.214898801762007,24,14,51.3409746581817,-0.30822537787566,5,76.3417833230765,36.4783207390484,18.6423123774882,13.8140161604656,12071471.623108,291.847361281124,-0.0005059982815295,214.954128907809,9.25213120891125,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7.76631535111151,299.08428144508,1.5531386516372,0.174151386099879,15,20,51.5393090304224,-1.79055792188759,10,53.9685740258205,26.4984050990385,18.6466891016404,30.3852283531141,1778562.96257982,284.385823418947,0.0012246997143828,45.0996827780237,4.50401353814414,1994,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,145.959020456361,1323.39888257069,1.076538442794,0.160354916267541,12,12,54.5319797859537,-1.91261791396752,5,83.6054316035918,33.1012429258289,18.6398061417595,10.6082911357382,1726136.71445367,282.433234217601,0.0022569993302569,-57.600629442962,9.63454360433215,1993,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,120.82404885133,1238.43088072618,1.44220134800253,0.0649257667090078,2,23,52.5029621913877,-2.40063019610738,7,76.3052396357635,36.4574611585751,18.6445087518443,13.8062096100806,3556872.46364033,289.657012170467,0.0009308714080376,219.295068890028,9.93249533167819,1990,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-147.053092518404,646.377329879451,1.61056823903628,0.206040947467392,27,6,51.8973835991227,-0.858297915219797,12,83.9673731856351,32.5263503976348,18.6407437149196,21.5514009534944,578.818795361134,278.766483886911,0.0021268430771996,231.333055815459,7.85032997533985,1996,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,240.313467655888,542.433208783931,1.44292285060652,0.271217146065038,19,0,52.1987651474368,-2.17527226236904,1,76.4107507688447,36.4704078292343,18.638357675446,13.7752349529598,496291.34027603,276.651618245208,0.0012065249451921,323.222413419003,6.75394975121898,1983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,197.530957849583,718.703404556258,1.44124104042865,0.183240949366934,3,1,53.9292737971896,-0.975265507001036,6,1.16097401530451,35.5572400825966,18.6359222851161,15.086646537908,6183172.81414157,285.901579823439,0.0012375530156064,132.544337573947,4.82826850789945,2000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,103.681534152027,1684.17201162838,1.19617281433441,0.109576017334282,24,11,50.7373551032079,-2.45076758637034,2,82.6725601393554,34.3135875045343,18.6481551316316,12.9099723857457,4385731.39229149,281.424256630312,-0.0021045331692534,181.46504778397,12.4704206830935,1989,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,27.2752855105667,-374.705270073874,1.4421758726109,0.135802091597702,13,0,55.5246523512363,-0.24148413204917,2,76.3096770351258,36.4762830401335,18.5910722334386,13.8510631545871,7517820.50992177,272.958912998539,-0.0025896460823759,95.2757626856716,-0.65011271355733,1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,37.2871885323488,1731.52634440917,1.88746926041509,0.183460207608682,26,13,50.7134702571134,-0.562236309327519,5,75.0411939414416,36.4764591312842,18.6477700569263,37.5337998893659,8892466.51448637,290.375871644674,0.0010115367527854,71.6915953793082,8.65867542382392,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,59.4081194772937,833.115016606092,1.44186977512494,0.197841344933982,3,14,54.5870437363694,-1.42312790316362,3,78.3163769636329,36.4752338997757,18.6416602700608,13.8135545371879,-84038.501991904,275.894642323632,0.0016414121408867,123.111514928139,4.95978974035817,1987,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
