target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm10,pm2.5,so2,ssr,t2m,tp,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Portsmouth Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
0,-83.0509143815531,476.80856087636,1.44419534721803,0.178788229236265,23,3,54.493502820315,-1.48259172838568,6,76.3837572287358,17.7214248662517,36.4565097776982,18.640224816731,13.778277749792,-345165.292269648,276.450659285558,0.000496369412484,4.44537747882466,1983,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,246.087368550912,972.773027334237,1.43725834505196,0.1406792100081,9,15,55.0471318263026,-0.891630296400866,12,76.4708069983666,17.7554036757788,36.4787798966296,18.6440090761229,13.7927871729033,2103352.39865094,278.229864398433,-0.000860023248603,2.56147235181999,1992,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,-40.3657984587154,140.236955722189,1.44153614710701,0.196646660322053,10,18,53.0182680531556,-1.54414200400787,12,76.2861756499235,17.7142680186012,36.4703013292061,18.7516909628895,13.8509988534349,1383666.93920896,265.669816945903,-0.0010038394121084,-0.529473309234555,1995,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-14.713320200697,189.414550586358,1.44231831167074,0.149670744897435,15,6,50.2622798702165,-2.12482923162947,9,76.3858409706835,12.7226857670652,36.4871230876197,18.6481289509571,13.8091366866839,-48255.6875813938,288.194520746038,-0.0001118598328006,1.67730432278762,1991,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,86.4809566787441,782.286493600932,1.6105682534231,0.171729389028283,18,8,54.1176306200162,-1.19633073770913,10,84.1952357967567,20.206777749532,32.5263497563818,18.6413947293866,21.5514011563543,1418276.20046198,281.717906822763,-0.0115918365796356,5.86422304900992,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,198.244610654199,425.71875777847,0.976002214953116,0.145234186049173,17,5,54.4735365489277,-0.610202108088378,1,21.9584842434793,43.5395419529165,21.3322138102805,18.6357129365321,18.0181532135227,82138.3773480774,271.151143819297,0.0003150780883735,-0.214000740496121,1997,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,144.418545990758,1202.30532917738,1.44461936310708,0.205770192552013,21,15,54.2043345919817,-0.423640510178391,7,76.2887327778672,17.732881460699,36.5243427959262,18.6461346401445,13.7970971275246,5959367.88513948,290.830454255263,-8.35062254030329e-05,2.84899172590747,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,50.2587708404897,653.709423918772,1.04610502002534,0.107811751159729,7,22,51.9459631289104,-0.497888341590339,1,84.6978186199931,-6.54342625396052,29.1641920741526,18.6464313369199,22.3093149528382,4857957.6733879,285.209861921664,-0.0004001913077774,7.10549863970328,1990,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,59.9768239715038,-194.256592649383,1.44254689673459,0.161956382286168,6,1,52.7815908143043,0.679466225988699,11,76.4436984190893,17.7478538723821,36.4763420518397,18.641953300781,13.8021661295183,9702034.4198503,279.325071029664,-0.0155436775132424,-0.141338495280789,1987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,188.528977988447,325.022010203177,1.44164042135062,0.144852742417583,17,23,53.0978390695168,-2.89770299068055,5,76.3076090128733,17.6987179564053,36.4438035645102,18.6353389220573,13.7957533770755,10415261.1720911,286.105724344758,-0.0005925839912906,2.51142799911435,1990,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,147.929809065261,1639.45002288584,1.44073354627336,0.156029630064194,16,16,52.7908265973887,-2.84078260241367,5,76.3348909360752,17.7521064678415,36.4637871825965,18.6463358295529,13.8236553288258,7516973.93437442,301.221193356281,-0.000105386673238,5.57769394221844,1992,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-5.6224367070587,594.392907441285,1.37295282972688,0.155892248095982,9,7,52.2235574180512,0.827162963224661,6,76.3032951951904,17.7443047484258,36.3945454390045,18.6398593623321,13.8087744259243,302246.497285509,283.435502745732,0.002604674561906,5.20691952157877,1998,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,-13.9371118902411,1552.81711803865,1.44231631794131,0.176982843561218,7,18,51.7301116123064,-1.08124431541893,7,76.2369441022047,17.7565786959861,36.468463953315,18.638501146707,13.8248731261998,8037949.23826668,294.127019480246,0.0002835471495532,3.43901974112082,1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,75.9760523492637,369.107836103611,1.40204739635322,0.201144729302326,12,14,52.4452943227624,-0.276416565520828,1,68.5723607450061,17.313465389289,45.0637127567661,18.6406637249527,30.9527948932738,1982053.74919049,278.936040265553,-8.93057137322986e-05,2.09961283919518,1992,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,64.5228229323948,853.349122728009,1.44353935501646,0.248199073067081,16,10,52.9635145391042,-1.28725010581705,1,76.3665223151454,17.7740578676458,36.491036191179,18.6454631002448,13.8197413771222,500348.486412074,284.135726697393,0.0036008847857588,11.9780812527627,1994,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,57.5831434952509,559.088309485173,1.44082731974315,0.196775580541402,29,22,55.1168998165898,-1.09819317132293,3,61.4007892221505,30.7432821109401,36.4972061062912,18.6464395903232,-3.2656390871631,5237725.11436377,274.790472481583,0.0002329204536231,5.51530756815145,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,139.027677813828,303.518112126462,1.42881550596627,0.182728784880479,4,21,54.0045679322954,-2.74896627040528,9,96.8418218190106,17.296588560017,21.6318456484,18.6473842034294,13.8314925440465,6316816.75086034,282.241256150555,0.000865874148204,1.14273628905655,1996,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,63.9639179829141,810.136904132514,1.44039963278358,0.20548753391189,12,11,51.8249030351906,-1.88958450925743,8,76.3750285143709,17.7525189156229,36.4825072056229,18.6400521916099,4.20067590114324,4986699.6310503,293.828594438824,-0.0001190599001684,4.37879980222004,1995,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-70.1184960036893,256.453360313857,1.61056820491958,0.204956339339466,7,3,53.8890980300653,-0.679424337815406,2,83.3136234173318,18.7494934958411,32.5263510699245,18.6408983581526,21.5514010037649,1270019.32482755,278.853537100742,1.80850840053491e-05,2.44149617660915,1993,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-56.6906531719577,1022.06637152945,1.44247087493714,0.159241750704263,9,18,50.6840218237826,-2.16773049853956,10,90.3169884757978,17.7471616763125,36.470048027869,18.6531964248131,13.8141529361308,4192248.40224293,287.437543722509,0.0002082986805849,10.1794671629228,1987,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-7.99358593048119,76.7513538900069,1.74640112071862,0.192580517216582,17,19,51.1987539185565,-0.288575826443935,1,87.6432657027863,17.7498285198084,36.6290542239601,18.6430198793482,22.6803996416211,-3424701.72861857,277.401677461557,0.0129803742925519,3.00332207674832,1995,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,117.9994125836,1749.52880319303,1.46454935736517,0.159138589693082,31,12,52.9028018760951,-0.877787031180287,3,67.1483791150101,50.6910447253939,37.2788363081533,18.6204911236374,12.7770777899889,3288175.3650792,272.909376997544,0.000439397329491,4.01333770561853,1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,36.9710832390682,937.611313153741,1.20710753660612,0.187913912483808,17,10,54.7494196651323,-1.54152190067491,10,62.1176101534863,32.1763862850947,30.4471027489739,18.6396441824582,15.9968944321781,2397537.01495764,284.73836682139,-0.0036644223664791,7.36804944498551,1994,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,151.323026569487,1383.21170534023,1.44229265464863,0.127395397637888,23,14,52.4622593746887,-1.70277485829169,6,76.3519819216204,17.7225727973248,36.4926107974821,18.6490288666512,13.8083907890077,8522526.15939546,287.753143976975,-0.0002185433182209,3.35591254049636,1989,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,63.7226297152213,618.294746157134,1.44214849050684,0.207889290501408,12,4,52.0930927371558,-0.851712750260437,2,69.6100742165597,23.1199052872659,24.9125269431483,18.5216708795572,15.5562165082199,5.18498498036292,281.207867861979,7.19592608504783e-05,9.28296099192113,1997,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,16.0416048436525,1644.18506872637,1.44099757923145,0.160102178008063,16,11,54.5039457755291,-2.43027230364517,10,76.2991302310727,17.735621636371,36.4752582514204,18.6400254472164,13.7968613391456,4741211.40585691,281.403163628555,-0.0009986070651603,8.33679892756454,1993,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0.499241225425081,69.1509176002029,0.942356819867984,0.17366992925307,31,5,53.3720748297851,-3.90009267727782,5,58.8459181547526,23.7997112893094,35.2573396284442,18.6426633591197,22.048831486516,-1536.25842291125,279.73186992086,0.0003022186981542,3.64179865658958,1995,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,123.469488317688,591.463004036993,-0.286026442743653,0.212453574899397,9,5,52.4956523469671,-2.0945914770797,11,46.2818074957882,33.380795551839,26.8171739955661,18.6408833137207,-1.25299533409263,125737.246571377,285.919549298478,0.0016449461718379,6.81519194301558,1996,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,190.362188899125,558.744331112245,2.03396044529544,0.18851274723243,15,3,53.1436385778391,0.160301713782708,2,36.9992328978854,17.749250827153,36.4999566506856,18.6361059496719,13.8208150653917,1033766.39563157,274.284887014422,0.0002395150688441,6.21612843493081,1991,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,113.422436432927,455.704071264335,1.44203758030176,0.24151101507733,15,4,51.4627711436357,-1.10823820914981,6,76.3051415921496,17.7462977719858,36.498143283651,18.6421249409618,13.807699299228,0.0572701326089642,284.425557285101,-0.0001047698171674,5.28763369526912,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-39.5129803058964,186.830435473654,1.44186977114167,0.142566113180519,25,23,53.0724286282108,-0.691798113960593,6,57.5772565434537,17.740463401126,36.4752329045453,18.6416599091112,13.813553864704,7987754.00535964,282.381062653077,0.0025094772359721,2.70292156647471,1987,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,52.8904566174369,662.737882871018,1.44131459722887,0.14096672929754,4,11,52.559697419383,-0.019713334160496,2,76.362125051291,17.7729487259636,36.458873159679,18.6398258315558,13.7934476981812,518063.625704777,279.674810759048,0.0018568145531177,6.02721877703506,1995,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,105.022598508975,380.631201071321,1.4412564317024,0.220636870640692,29,4,50.40732577502,-1.2324500026992,1,76.4740016197267,17.767240256521,36.4943929841599,18.6380204549364,13.8067641528409,6.39317283666143,282.494128632629,0.0006708629287899,5.02115485189068,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,107.249556393376,10.0749393040931,1.44185045885582,0.15597423657758,15,23,54.1039343474828,-1.21873598197063,2,76.3446497167099,17.7662607377056,36.4639740206825,18.639542497043,13.8064476320078,3944203.45389134,276.161212937218,-0.0026677978625834,2.94649431823213,1984,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,92.5037781139838,904.81388908899,1.44226294399863,0.16216484892893,28,1,51.2604203283376,-2.55958491308148,10,76.447853577045,17.7659830311601,36.4778467279435,18.6476318465103,13.7924760268256,2546442.76666006,282.829736179747,0.0010675731776409,9.66105548867783,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,95.1631234468254,333.821216485896,1.44260914056179,0.172771088046289,5,5,50.5409877408522,-1.30284141269711,4,76.4202040206185,17.7402822667326,36.470439483186,18.6436219547614,13.8024709216078,58387.4338991762,281.402950540377,-0.0001336968248084,4.02620739569337,1982,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,135.794563037038,206.113732801158,1.28136381551555,0.160217215834292,7,6,52.0713403402388,1.08591185826486,6,68.6998680699062,8.73580840968313,33.5821520821923,18.6382443170412,14.4521573429778,396198.400507511,285.674142744235,-0.0016926729176558,3.57235211648832,1998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,242.522517021072,904.651506029524,0.996893253327486,0.226217788561407,4,21,55.5940233957534,-0.773594174874644,5,67.234083139753,24.9387714829009,38.0063158421285,18.6447602240304,18.7533513150095,6570545.7519333,279.964298766411,0.0004902664948797,4.56311297549794,1995,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9.76760839748774,440.210937353475,0.942201543533794,0.16004017520434,25,2,52.9861305130014,-1.09881274890136,12,52.0719330474746,23.6685065304177,10.3614455397669,18.6359219539919,10.4215990079823,-846789.012517032,273.182237430894,0.0032422772982608,5.94988760528505,2000,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,56.7557575202643,1123.33912571552,1.44022643123531,0.230036833966744,18,16,51.1430348752521,-0.90169506463507,1,76.2871442541932,17.7928809611808,36.4821718254105,18.6394990048585,8.79363019430156,1914263.99672378,281.54176499217,-6.99594682558283e-05,10.4207289859736,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-130.152172758509,354.28214307955,1.44266792745756,0.223000293211037,20,9,51.7032093243416,-1.33807095088311,12,76.3076188796338,17.7549905733253,36.4908652108922,18.6449196673506,13.8179792239306,1105015.93461591,275.322888094167,-0.0145949560158096,5.75062214015323,1990,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,196.196337102873,402.476297318515,0.69570748128576,0.174231280509467,3,22,52.1583620223331,-2.15011506642159,6,-71433.9938066104,20.5849505008143,36.5031201229886,18.750208987437,41929.7885733179,-1524358054.84716,284.745180792667,0.395054036549118,5.29317822254561,1990,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,212.985140918798,257.701240572867,1.44116628631314,0.233583249903703,31,8,52.5153095561203,0.262740164241663,10,76.2945844477257,17.7478546203948,36.4758136552369,18.6405611189847,13.8322769212798,506234.392387304,279.504904888941,-0.0017940219641494,2.86097523270535,1981,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,92.6576456040854,117.596683624343,1.44246919587568,0.219423831312181,24,1,51.5210847006847,-0.158142771182414,8,76.322908107464,17.7906787997168,36.4783553473288,18.6424162034649,13.8191434519671,4855064.16337372,286.080249246583,0.0016308126788957,2.61696810955388,1989,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,117.339798758496,437.092593495039,1.34172441432968,0.213769515444816,12,0,53.2274023050953,-0.707591508845564,12,151.688786953752,21.9473251896179,33.2343260147233,18.6408987498221,13.8354544759064,5533740.8323122,278.754441643963,-0.0184325972449015,4.6652437543519,1993,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23.3377198311149,931.410070552809,1.4421686199695,0.181618981849075,11,20,52.875131800324,-2.19335156422516,5,76.3490750588379,17.7318484351614,36.4955852307242,18.6507923594231,13.825436554166,4944159.08519575,287.543702651908,0.0007115552919149,7.29617529930274,1994,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,69.1246578224351,330.042380660703,0.654744528518383,0.218957346809606,1,3,51.5341450236038,-0.770703190766504,8,38.7244945831525,78.5697419231619,17.5467505347753,18.6464303153667,9.4340624206042,3608750.42555389,289.740230604453,0.0009403235478197,2.64696624360925,2000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,163.229495915867,475.154204917281,1.42391599938207,0.140417540235291,16,4,51.7305306848598,-2.09257606220542,12,76.3005495002926,17.7556927263997,37.1075536805314,18.6399076556449,13.8220912582166,3.92847673346845,279.296153007753,-0.0004583558792276,4.57168344231644,1994,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,-139.057155309379,1237.38624351526,1.44256010934997,0.04409100799637,11,15,53.6329541523995,-1.0883585885398,8,76.4792764411253,17.8042714052256,36.4811674094359,18.6361056814624,13.8179809894071,7513179.91736091,295.076343049793,0.000285206042007,8.90181318825187,1991,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,10.1062295220001,971.6520899479,1.44083525700765,0.167796428478483,17,10,51.7327832672923,-1.6169575543693,9,70.6633999709868,17.7455298722106,36.463924688859,18.6941863227017,16.3442544088389,3173481.21896027,285.818120209229,-0.0009325953518618,5.70996066930107,1996,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,69.1035317632406,617.396510145796,1.44097805499323,0.208469535954276,17,6,51.8005851820391,-2.03191268493571,8,64.667140879378,17.7371175279449,36.4778745496189,18.6408967763171,13.8155164506787,-32522.2658290331,288.672046797682,0.0013528968132034,8.38608094213011,1990,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,68.4485318680207,362.474433069587,1.4420227365822,0.184387120014165,14,17,53.4827154531754,0.897290293954147,11,76.3275904302909,17.7543369832187,36.4637595971934,18.639055285927,13.8251233231551,991573.675609353,278.10841078649,-3.34068517468289e-05,5.43981834604458,1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7.76840956566114,435.20446533359,1.441712473951,0.183878554406933,13,2,50.8602858598869,-0.763021674126188,3,76.2806459262462,17.7500075202206,36.5040574660986,18.6440512641033,13.81105333279,-1596803.13032647,280.058783857048,0.0004562239393131,5.2171496192074,1983,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2.18240815826851,578.709904842819,1.44127177919675,0.197505247645555,23,0,53.2299001615809,-0.532604574741574,7,76.4122729361326,17.7496895701312,36.4719712667302,18.6447914704834,13.8213108386008,9344273.54038024,285.337993372506,0.0004030878403769,5.20959319682605,1987,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,122.607431804069,342.105212388152,0.95607324072269,0.174409596141873,24,19,52.6606568574717,-0.257350674159482,1,70.7138282568222,19.3729194602246,47.3539835682068,18.7980116213474,11.4978477177038,1184631.85398676,276.036997379241,0.0013450852767984,4.98848904342185,1998,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-21.4346523657525,497.54642885882,0.651399140470836,0.153649831463536,4,2,51.870694646346,0.0878076800890104,6,91.3825839200371,48.7720880349979,51.1880486867702,18.6685596858422,9.56962556974879,5488185.36024205,285.103848349195,0.0002723160319555,6.22494297882235,1994,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,23.2653761280393,108.14121880919,1.44202957354682,0.189492523013212,25,23,52.5450580339835,-1.17663928479255,5,55.9274200739728,17.7371531524756,36.4642915107487,18.6459564830404,13.8041665476785,4477156.74272909,286.187051953542,0.0002868723328765,1.82296960346857,1991,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-84.6507742056134,314.983594920266,1.44184941219513,0.130338320818354,12,19,52.9052916601999,-2.6796925480104,8,76.3838270286083,17.7538698472556,36.5016558577474,18.6395427934727,13.8002353494299,7988263.70677864,290.642460212792,-0.0015514038717384,1.51180419731905,1984,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,47.2960626123023,638.640337875894,1.44272655450018,0.0756271788085668,23,1,53.8399845006165,-2.01066885954697,1,76.3671213109984,17.7096098664918,36.5132325808303,26.8011724668442,13.7940540655468,2758337.86395464,278.040890955837,-0.0022702856480205,6.49991277396257,2000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,85.371802305583,954.825667728668,1.44159270610028,0.17541830273462,24,8,53.6326732323986,-2.460134340486,10,76.3424780415868,17.7568284361644,36.4757779314487,18.6442472152718,13.8013061879651,834825.829932491,283.424575310491,-0.0023459794930102,11.6752472382936,1986,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,162.605198170224,558.534420548985,1.28015128150923,0.243349608760206,17,10,52.3404941482349,-0.406678801819404,12,67.2824720447764,16.9216120530843,36.4737180147723,18.6348806428713,18.0195055272538,636761.919838195,279.909360252709,0.0012056216274351,3.86358777625155,1983,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
