target,Altitude,blh,co,CVD60,Day,Hour,Latitude,Longitude,Month,no2,o3,pm2.5,so2,ssr,t2m,tp,wd,ws,Year,Region_East of England,Region_Greater London Authority,Region_North East,Region_North West,Region_South East,Region_South West,Region_West Midlands,Region_Yorkshire and The Humber,Season_Spring,Season_Summer,Season_Winter,Type_Background Suburban,Type_Background Urban,Type_Industrial Suburban,Type_Industrial Urban,Type_Traffic Urban,Zone_Blackpool Urban Area,Zone_Bournemouth Urban Area,Zone_Brighton/Worthing/Littlehampton,Zone_Bristol Urban Area,Zone_Coventry/Bedworth,Zone_East Midlands,Zone_Eastern,Zone_Greater London Urban Area,Zone_Greater Manchester Urban Area,Zone_Kingston upon Hull,Zone_Leicester Urban Area,Zone_Liverpool Urban Area,Zone_North East,Zone_North West & Merseyside,Zone_Nottingham Urban Area,Zone_Reading/Wokingham Urban Area,Zone_Sheffield Urban Area,Zone_South East,Zone_South West,Zone_Southampton Urban Area,Zone_Southend Urban Area,Zone_Teesside Urban Area,Zone_The Potteries,Zone_Tyneside,Zone_West Midlands,Zone_West Midlands Urban Area,Zone_West Yorkshire Urban Area,Zone_Yorkshire & Humberside
6,130.485290414182,209.101675518824,1.44022643033541,0.129635344829167,13,22,53.6209530824986,0.19294893538737,7,66.8164137470545,17.7925406868515,18.6407443002382,12.0265883504,9948318.07070088,292.003095632061,-0.0002473364051871,257.380987398097,2.69821949733115,1986,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21.3448830843502,373.901872478474,1.44233273642221,0.205899201191706,1,14,51.5124952285941,1.55554789832748,12,-78088.9941093492,20.5324216026078,20.9731793211786,10453.9746970962,-586394241.966035,283.602715808434,0.712386349080744,151.138365871748,5.80228886135764,1994,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,105.019145407021,240.911491111471,1.77534701585049,0.198799333015583,24,2,51.4915419426256,0.587067655739236,9,55.6460468037704,16.9808815534958,18.6474246280059,17.0716836993418,6528386.00813774,282.871328079184,-0.0002660742482771,243.658336144407,6.0165864422334,1990,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-37.8773622794955,1039.7122602078,0.956073178792189,0.165864541175287,20,8,55.1872728549932,-2.6909338965739,3,54.6386676878559,26.8634561160067,18.6433335284235,11.497847165984,515894.089990782,277.416137488879,-0.0007524525725628,247.04363644792,8.60206361621786,1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,102.984590242129,321.502352599063,1.44159267896063,0.139349067121068,19,9,51.9438053782653,0.520252660593193,11,76.3436663955496,17.7566569089415,18.6442472091554,13.8013066092203,1125408.20990164,283.779379741517,-0.006483542066655,236.268328260836,3.27800592671939,1986,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,82.1015451597774,446.018734807734,1.44121017523095,0.152742520670103,15,21,52.3748382020501,-1.23415350952227,1,76.3528815532824,17.7532479485383,18.6351607996849,13.8137864441888,-576431.792500706,276.478045904992,0.0045630894989306,117.980005150913,3.68083368677182,1988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,136.338236814781,1077.8584435572,1.37135699227721,0.152869372628694,31,13,51.0977336697205,-2.07611896044879,12,76.3886807970323,17.7194308203802,18.6391220830325,13.8106133674815,2640041.63226042,274.801224168073,-0.0031769194175622,306.165139475547,3.10877328691912,2000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,36.6673419157104,670.681432169818,1.44145350764014,0.173577562678752,14,9,52.2175222658652,-0.741565325944012,10,74.3354757924292,32.7311847452309,18.6412296309463,25.2346783295263,99144.3184044879,284.939443624574,0.0026956901177383,263.230156671564,9.23168685588706,1989,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,21.2205995233726,47.4072481846071,1.44159265192962,0.195334114249946,4,3,52.2167337385905,-0.417819527434273,10,76.3381481927102,17.7565834431331,18.6365174056853,13.8013065119804,1667532.6691298,281.939707216165,0.0001514330380693,127.039696909524,1.26595268844747,1986,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,187.820989725057,1.61143489263828,0.295277231093236,0.226456367691934,24,2,51.3604424022939,-0.83089329941294,1,50.6318913181327,14.8187389072682,14.9060224424653,6.87498611778998,2082777.93234548,279.981839479987,-0.0018128270909971,77.4805131145595,0.98519119875403,2000,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,83.3558122970358,1562.10998524642,1.44252782685298,0.159682892615202,10,17,54.351715072493,-1.55661744007294,7,76.4959150003262,17.7475042335431,18.6403526647158,13.7870147859298,6401774.01384783,295.509023124936,0.0006431989273255,263.958755933891,2.51047272547389,1982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,103.940021084791,827.139305047926,1.44059706141502,0.1949277561551,20,17,52.8024371134983,-0.747271705954472,8,76.3332519275483,17.7540105766594,18.6448596242239,13.7819324024267,5671977.50609084,296.346706234265,-0.0014135263325465,261.950077466291,1.42060480516337,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-34.0994931610017,305.553391648084,1.46912861850586,0.173140028767039,8,4,52.4869757462639,-1.88519452210151,5,67.8635953077233,9.74469890147471,18.6466890218343,5.84010502195643,-3.59223119142508,278.261313684996,0.0005519848396952,250.479482085043,2.92592361553131,1994,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-19.3886593270154,1231.85471646553,0.932951461233672,0.115136497781022,22,14,52.0609047331036,-1.42058682094264,10,45.7734223823983,43.9069950051691,20.6098062324835,10.1090262148128,10471796.9790658,287.061481249755,-0.0041888663955302,212.476512042345,7.60650469600385,1998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,124.951006599421,283.399719427681,1.4433087065296,0.201053975721741,28,5,52.1557998984167,-0.321708388675926,5,76.4627789509684,17.7394519378563,18.6458747931018,13.836469191122,-26782.2885501957,279.7045126524,0.0005504795713638,123.260525318523,2.8506417310487,1988,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-41.9334537326915,291.438855967684,1.5797833619037,0.284571902073924,27,11,51.6643912075048,-0.690595968723554,1,86.106445301055,18.1563633824845,18.6269522070927,23.2055309666605,648947.212103308,284.286594411832,0.0011887561001626,259.477191442408,5.04860623448531,1992,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-18.2854509093781,427.658070110562,1.81127914608903,0.170158636581449,5,22,52.2396400109908,0.956955489625602,10,93.6508749109814,17.7403838396085,18.6354759576497,32.9029310329717,3349754.77105248,284.898310948096,-0.0010154054525248,333.343659423483,5.52549682653807,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,-12.9876930970854,482.828144059602,1.44319247081011,0.219063980135282,23,22,53.2140063989318,-0.978141895114864,4,76.3222108571334,17.725504163228,18.6269521900327,13.8077571054082,6963410.62432773,276.476759663143,-0.0013100676112787,206.887902530673,3.24978265182377,1992,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,58.2108153163359,362.746416221185,0.960187733654789,0.161281202002293,26,17,53.09583741816,0.0444144361478471,8,22.5579347591873,17.0042196697709,18.6534074247544,8.12018539394804,3901032.98000379,295.511923119458,0.0003262675819335,538.937468734242,8.00055205085936,1998,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-31.5798929705397,552.743123966388,1.44154192835379,0.200606785267111,20,22,51.9152563911493,-1.5631587914892,3,76.3361241714813,17.7560298165126,18.6351609496802,13.8140163844337,-1257572.92777163,279.52235211903,0.0062058798506097,261.795645559944,6.22689597248736,1988,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,64.6280067921232,405.379977551473,1.44159262884421,0.217966874705863,20,7,54.2682966726247,-2.72858000646851,3,76.3410781650964,17.7566798124237,18.6365170340045,13.8013056516637,87287.7318605738,273.190852925204,0.0015803423769709,205.701623785594,6.13740108230074,1986,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,107.713516570065,456.455017320232,1.44233595378679,0.223868013275083,31,6,51.1885135425422,-1.34751720889585,8,76.3772524994224,17.7452859856263,18.6477635947771,13.7976934114355,10564.8681445307,285.676352776981,0.0012424952308129,325.412621648583,3.72437848254854,1989,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,73.130865644401,387.273220337989,1.44096593045519,0.158754065284789,4,3,50.619763470267,-0.721662422460816,4,76.3240444829528,17.7539400583104,18.6416963916838,13.8046322060331,1037896.5141887,280.616142995632,0.0004215673831819,69.782159699121,3.90955024840935,1987,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-44.4790512131815,902.653334065289,1.80445241396047,0.169362590374761,2,14,50.7087747544907,-1.70973908184302,4,-172.312598909425,22.5795478276737,18.6423984037514,13.4811294123741,3316616.95938558,292.997421014976,0.0001957831088064,115.717942959654,7.08293716581638,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,-39.4189398019374,496.045906923166,1.44147613353583,0.238505644314742,13,12,49.9529702333839,-0.105592890851511,11,76.3641705773972,17.7377281335915,18.6398356245119,13.8029315346294,3402955.86623017,282.237627333055,0.0004562651907593,175.203757237,6.30129192582669,1986,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,29.4511618405774,447.376382038626,1.27350707655985,0.193863387794346,1,7,53.4982236866474,-1.93052265484499,3,87.5887734403521,20.5488236761511,18.6382949926888,22.4271206735787,-138937.603697495,282.15852293153,-0.0005416274619403,265.736922478552,5.69486099841306,1984,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,261.775473020223,-4.44062806170173,1.44299838196058,0.226644801776332,13,21,52.8898995556764,0.141585765213522,10,76.2862926326148,17.7413353394646,18.6415115983721,13.8030989486135,1717165.54378947,275.192283065359,0.0006858538106374,427.233906119875,1.26465565367868,1992,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,297.458700376515,595.320992423798,1.63232704137508,0.220040326337436,27,4,53.1578397451528,-2.47751306164616,6,90.4903506244078,18.9333941867637,18.6449283706295,18.5607045899567,-10.7945141697211,282.926930543107,0.0003608534156625,273.587026473814,3.32142679219486,1990,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-45.8381162826377,1031.25605177934,1.4422613718524,0.206114888539792,25,21,53.2021463892622,-4.14915307173186,5,76.3132685450158,17.7521745106901,18.6383061085839,13.8366161640781,5153779.38244935,284.889410984273,0.0014462140498846,205.032671277237,8.38959600701081,1985,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-36.4597871295254,211.338111556078,1.28647407665523,0.162650337955496,30,23,50.6005063454239,-1.21608788624914,9,47.9854381939019,10.608111441421,18.6380854821905,11.6109979266452,9668967.1341493,283.954178085669,0.0005072340349874,228.947672088169,3.87324689213814,1984,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,81.8735165540159,439.827117746275,1.44154190179865,0.169016377085435,15,8,53.1259133371216,-3.37600573223652,4,76.3429051242299,17.7560397865872,18.6351603912927,13.8140161250924,668660.972535408,277.336876963889,0.0001119972201386,179.785672181985,2.16599663313526,1988,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11.5664051661277,230.550156766782,1.4414305793527,0.18638456489205,8,1,52.3066125977396,2.41330245217793,2,76.1004126747997,17.7487219087405,18.6445238295909,13.8014512131865,1991769.17549344,277.384428037384,0.0006338521951296,283.195898691094,3.52360419876471,1995,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,36.1882386008887,301.263832862265,1.4415455984727,0.18304571430146,11,1,53.9466379704364,-1.21929772382651,8,76.3063003067195,17.7215892280845,18.6249958057186,13.8166597469309,5429474.51952209,283.43775343103,0.0009636884715915,181.400291469883,2.56383449481164,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,46.9874628860144,357.915625705023,1.44125641032435,0.155536487862675,20,5,52.0828851949659,0.686508315035055,8,76.376909749367,17.7672386359934,18.6380207232002,13.8067642968514,102235.837385493,286.003189740502,-0.0008085526128731,164.545480380201,3.41738182525215,1983,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,43.2340502774995,324.148044258922,1.19617276275178,0.190326693601549,9,17,50.207828876058,0.201128421934212,7,79.8383973554236,25.0264893352844,18.734965624051,12.9099729088076,2650555.27534015,293.675420464531,0.0004103583146005,128.540233661183,5.4670465994672,1982,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,107.162360394569,690.288235295041,1.44196295745543,0.213177002877217,28,21,53.6566714371454,-1.74581379874675,5,76.3583224951481,17.7922052032957,18.6393504140133,13.7873868250453,7125782.73279532,282.894677599812,0.0012159701947869,123.385765721001,6.32204979695842,1988,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,36.7712824300094,750.527180533726,1.44180207655169,0.193999284422957,9,7,54.1179994055379,-2.25726622057971,1,76.2542198056909,17.7489036932264,18.6347735016841,13.8146174951296,239293.306567909,277.668889608237,-0.0043097501645859,280.98198382321,6.11976240172447,1981,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,-64.5024668483347,841.037087521243,1.44130052977913,0.154608956184642,15,9,50.7905243362906,-0.891127080847368,5,77.806454622159,17.7738976217402,18.6431965774395,13.7796537735073,2840943.77155055,281.822782819477,-0.0013358316304611,42.9084989034355,4.54965141136951,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,95.7406306466475,-86.0224261402516,1.99312958581462,0.199816588531735,2,10,53.899719951196,-1.6627291577443,10,83.9835337647615,17.7348527318914,18.642983756476,30.891970823592,819837.800372788,281.151165778316,-0.0011703290338002,158.475304235007,1.13513544793301,1992,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30.7663665491762,1096.91370481233,1.86076900664566,0.171251465053874,21,1,52.1744942327226,-0.510596533235559,3,62.8074264590507,17.6905577429387,18.6037562772402,12.7649396627195,3237373.03630827,282.214255851923,0.0010061461356808,266.565198049671,9.44899758555943,1992,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,211.748744721904,558.327228015414,1.44138460531856,0.211056741047169,13,5,55.1483616473451,-1.97083595685492,8,76.2654359718829,17.7396854761236,18.6404714107638,13.7942187657555,29102.8991932733,283.892521174396,0.0004442267369226,259.167501436247,6.4358713417496,1998,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,73.8782720128724,1181.89498446594,1.44234985903398,0.21016494712675,29,21,49.7932067803637,-2.09237138079252,11,67.3053730084173,93.610610687717,18.6412304526251,15.300118402575,5580930.64335124,285.358655278345,-0.0044457824605562,79.2385188737422,10.42360869852,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,23.1319828923713,626.442747246522,2.13138782590209,0.206933726301884,1,21,50.7577933327373,-3.12075359361918,4,81.7994423170468,15.2889908418393,18.642152419461,19.1638610159664,3560156.34334829,280.725212072323,-0.0017461295623275,242.393090295623,6.71617551093124,1991,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,66.3180979118088,1024.89290402868,1.44283286618581,0.22650871837641,29,17,52.2568477654637,-0.935649032396716,1,76.5047972897498,17.7538131732803,18.6448501899142,13.8099511820888,3695601.64619741,278.573606563964,-0.0010236897266653,176.581631577275,9.26980221258516,1990,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,143.402886702455,789.443132264556,1.44221540299885,0.166292460253259,11,21,53.8398799694492,-3.31205501771015,6,76.3145857212573,17.7615875791307,18.6433960668252,13.8105108423631,6963791.21826588,282.572654472188,0.0041989294862361,229.951108184016,2.62482895524066,1987,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,-102.754964027849,970.470672586774,1.37537712507428,0.134432035954601,10,16,51.6094463874325,0.0748589859185507,11,76.2670170568835,17.7275280276538,18.6446494338958,13.8476899686048,-105487.103460338,283.482111105243,0.0017718668862081,209.611842771798,7.9776323253731,2000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,114.718430289736,1307.70070594824,0.16965502824241,0.205443131117669,21,17,52.8404037492208,0.299914292322095,8,22.4298184296107,66.2604336188828,18.6480955635114,8.79665459961856,6261786.79428003,295.969713051132,-0.0002791368292339,166.587906113504,2.9391846736174,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,126.817164431807,1750.1221002298,1.26979421764732,0.160581228841356,7,14,52.703556000397,0.222475915767457,4,87.6188733774574,-1.99982904278523,18.6371932315266,8.75618274230607,6913108.75164049,289.333748850333,0.0014076190010072,266.191805236998,3.39789783237672,1981,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-46.5470361293123,1468.63049820053,1.43968053268612,0.136322684883002,18,17,52.77820817071,-1.29041357137595,2,38.7668103926875,54.8677749980393,18.6427362577942,-0.23329267294327,4123519.40103354,280.427203951981,-0.0001750101713213,251.720147810268,13.5164492720672,1997,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,181.239985888412,1901.35011122773,0.54349701549204,0.128143242184706,16,13,52.0896541537964,-1.93009394271437,4,75.0372936691148,41.0000791736444,18.6409926833455,18.6089130161029,7203318.65125492,286.829417294835,0.0009216107276488,168.493510043806,4.06470716659809,1996,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,64.2278902653976,329.367010059561,1.44218305681096,0.151715028951809,8,8,53.5629415214655,-0.240742905521682,8,76.3394523527794,17.7602601207178,18.6383951260413,13.7686789871177,725074.305512771,288.808343265977,0.0005442648605237,288.146591506793,5.52515282940513,1987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,69.4410788183883,935.928142495674,1.44164050971502,0.21932346717922,18,0,53.9447345415776,-0.373299616528316,11,76.3076069595738,17.6985927680546,18.6449207618376,13.7957529583064,629509.695680283,278.242240670025,0.0005507646084083,281.440981940029,12.0135829835222,1990,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,72.6216047673615,225.768593311879,1.44104443947304,0.173405932250473,17,7,53.3028292614419,-1.59505085784943,11,76.327577278991,17.7688909646035,18.6471023917048,13.8193750807401,140462.164146114,279.973980105599,0.0005157971398591,195.410128448308,3.35411977749809,1988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,136.952746309971,455.315121578762,1.28675308792538,0.225147484989266,6,11,52.3147720760424,-1.43744136508721,2,-1458416.55168582,25.2258455864555,18.6821901723324,-103533.365825377,-7027911355.2717,275.859661285102,5.44353058152318,111.372746939508,1.30809504446087,1985,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,82.1762326878657,2084.69764273358,1.44110773997712,0.2533709867543,19,12,52.4149682209923,0.788049288963269,8,76.2871948976427,17.7894060112391,18.6447549097286,13.8088138510066,9608288.46798399,292.260135159815,-0.0023086908057359,264.448825926187,8.55092187739216,1990,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,-36.0938635760477,1043.8131724202,0.934977372456032,0.141843757230144,31,17,52.1955823861149,-2.01912967435368,4,49.1871938876305,16.4561801075487,18.6453116597647,16.5588676141871,4051051.80480049,280.943702472177,-0.0001318064037901,163.498107477535,6.24780535389231,1992,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,-3.83706931699166,1175.65373411362,1.4420247921978,0.233798238327103,3,12,54.1534157149598,-1.12497004947389,12,76.3331430111064,17.7388428153107,18.6398120003664,13.8033994696008,2137807.33083756,283.05082613939,-0.0027735896952505,217.818610473338,11.0554519035657,1985,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,238.089310213242,1457.25858716196,1.04265570512937,0.102967074399233,17,11,52.383921477102,-1.87600341126593,8,44.4467385311475,5.19807913463536,18.0169602202715,11.9222222719602,4066316.6314846,286.506042064188,0.0023611715275321,261.991979373862,3.12955277490219,1992,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,49.0525878408638,1092.42216907748,1.48960199484919,0.236789433096737,10,8,52.1655574864509,-1.82898475957525,2,76.3969680631764,17.7296893266511,18.6352621744986,13.8193516085927,507263.550492352,277.106664018126,-0.0007414844802583,323.050256239238,8.88816131064149,1991,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,105.431021128179,1649.49529990385,1.37215031716096,0.162985714269445,23,19,52.6300239994833,-2.19554648621278,10,69.4426441920357,15.105612835729,18.1960518132011,16.5094331035787,4427189.40142409,288.187843159977,-1.97975120553797e-05,281.610353511538,12.6063149179614,1986,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43.2343533937746,1448.81642963585,1.44192966433061,0.195316721807755,29,18,52.1913565777054,-0.834721746049884,10,76.3018805378473,17.759985123766,18.2689266527699,13.8065885128492,2760557.98659036,283.256239955113,-0.0017899502129793,285.694088404889,11.2420994134935,1998,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
